ID CLIENTE,NOMBRE FANTASÍA,RAZÓN SOCIAL,RUT,REGIÓN,COMUNA,DIRECCIÓN,Local implementado según primer reporte (complementario),Local cuestionado por CCU según primer reporte (complementario),Local no implementado por CCU según primer reporte (complementario),Fue censado en julio de 2025,Fue censado en julio de 2025 y sujeto a compromiso N°2
675250,CASINO MONTICELLO,SAN FRANCISCO INVESTMENT SA,76299170,O'HIGGINS,MOSTAZAL,PANAMERICANA SUR KM 57 0,NO,NO,NO,NO,NO
675323,POLLO CABALLO,SOC.GASTRONOMICA DON LUIS LTDA,76349990,METROPOLITANA DE SANTIAGO,PUENTE ALTO,LA FLORIDA 10425 10425,NO,NO,NO,NO,NO
675452,DON RENÉ ,SOCIEDAD GASTRONOMIC TRES B LT,76429660,METROPOLITANA DE SANTIAGO,SANTIAGO,LIB BDO O HIGGINS 715 715,Si,NO,NO,Si,Si
675457,EL REFRÁN,INVERSIONES MOLKA Y CIA LTDA,76430970,METROPOLITANA DE SANTIAGO,SANTIAGO,AGUSTINAS 2015 2015,NO,NO,NO,NO,NO
675484,SOFIA JOTTAR,SOFIA JOTTAR BANQ Y EVENT LTDA,76450120,METROPOLITANA DE SANTIAGO,COLINA,CAMINO CHICUREO 1300,NO,NO,NO,NO,NO
675905,MAMUT,ALIMENTOS PLAZA VESPUCIO SPA,76806600,METROPOLITANA DE SANTIAGO,LA FLORIDA,AV VICUNA MACKENNA LC/105 7110,NO,NO,NO,NO,NO
675916,LOCOS POR EL DEPORTE,EST PIO NONO LTDA,76812430,METROPOLITANA DE SANTIAGO,RECOLETA,PIO NONO LCC 160 160,Si,NO,NO,Si,Si
675940,TAMARUGO,INVERSIONES TAMARUGO S A,76819100,METROPOLITANA DE SANTIAGO,PUDAHUEL,AEROPUERTO A M B LC C155 0,Si,NO,NO,Si,Si
675958,BAR NACIONAL,COMERCIAL CANATA HERMANOS,76834300,METROPOLITANA DE SANTIAGO,SANTIAGO,MATIAS COUSINO 54 54,NO,NO,NO,NO,NO
676273,REY DE LAS MICHELADAS,SOC.INV.CERRO VERDE LTDA.,77110800,METROPOLITANA DE SANTIAGO,RECOLETA,PIO NONO 420 420,NO,NO,NO,NO,NO
676381,SANTA BRASA,ALIMENTOS SAN MARTIN SPA,77177430,METROPOLITANA DE SANTIAGO,LAS CONDES,PRESIDENTE KENNEDY 9001 9001,Si,NO,NO,Si,Si
676397,DOMINO,ALIMENTOS PUERTA DEL SOL LTDA,77188020,METROPOLITANA DE SANTIAGO,SANTIAGO,AHUMADA 146 146,Si,NO,NO,Si,Si
676513,SURDISTAN,ALIMENT Y DIVERSION CIA LTDA,77240490,METROPOLITANA DE SANTIAGO,LA FLORIDA,PASAJE LOS EUCALIPTOS 181 181,Si,NO,NO,Si,Si
676638,ESTADIO CROATA,RANDIC Y CIA LTDA.,77344320,METROPOLITANA DE SANTIAGO,VITACURA,VITACURA 8049 8049,NO,NO,NO,NO,NO
676829,LA PAUSA,AREAS S A  CHILE LTDA,77535730,METROPOLITANA DE SANTIAGO,PUDAHUEL,JEAN MERMOZ LOCAL 1T2MBO021 2150,Si,NO,NO,Si,Si
676837,LA PAUSA,AREAS S A CHILE LTDA,77535730,METROPOLITANA DE SANTIAGO,PUDAHUEL,AEROP INTERNAC PISO 4 1220 1220,Si,NO,NO,Si,Si
676892,TABERNA SATIRA,N T J GASTRONOMIA Y EVENTO LTD,77576170,METROPOLITANA DE SANTIAGO,LO BARNECHEA,LAS CONDES 14878 14878,Si,NO,NO,Si,Si
677049,GOLDEN,ALARCON Y CIA. LTDA,77698090,METROPOLITANA DE SANTIAGO,MAIPU,CHACABUCO 7377 0,Si,NO,NO,Si,Si
677053,OTTO FRITZ,SOCIEDAD DE EXP. TURISTICAS,77704820,METROPOLITANA DE SANTIAGO,PEÑAFLOR,CAUPOLICAN 3461,NO,NO,NO,NO,NO
677055,DON KARIM,COMERCIAL LUEZAS LTDA.,77705290,METROPOLITANA DE SANTIAGO,SANTIAGO,LIBERTADOR BERNARDO OHIGGINS 1614 1614,Si,NO,NO,Si,Si
677221,DELICIAS,INDUSTRIAL Y COMERCIAL IRUN LTDA.,77827590,METROPOLITANA DE SANTIAGO,ESTACION CENTRA,ALAMEDA LOCAL C 3850 3850,NO,Si,NO,Si,NO
677222,DELICIAS,INDUSTRIAL Y COMERCIAL IRUN LIMITADA,77827590,METROPOLITANA DE SANTIAGO,CERRILLOS,AMERICO VESPUCIO 1501 1501,NO,Si,NO,Si,NO
677296,DOMINO,PROD ALIM DOMINO FLORIDA LTDA,77875890,METROPOLITANA DE SANTIAGO,LA FLORIDA,VIC MACKENNA LC201 7110 7110,Si,NO,NO,Si,Si
677297,DOMINO,PROD ALIM DOMINO FLORIDA LTDA,77875890,METROPOLITANA DE SANTIAGO,CERRILLOS,AMERICO VESPUCIO LC301305 1501 1501,Si,NO,NO,Si,Si
677298,DOMINO,PROD ALIM DOMINO FLORIDA LTDA,77875890,METROPOLITANA DE SANTIAGO,HUECHURABA,AMERICO VESPUCIO LCD11 1737 1737,Si,NO,NO,Si,Si
677299,DOMINO,PROD ALIM DOMINO FLORIDA LTDA,77875890,METROPOLITANA DE SANTIAGO,LAS CONDES,KENNEDY LC605 5413 5413,Si,NO,NO,Si,Si
677300,DOMINO,PROD ALIM DOMINO FLORIDA LTDA,77875890,METROPOLITANA DE SANTIAGO,LAS CONDES,KENNEDY LC3090 9001 9001,Si,NO,NO,Si,Si
677302,DOMINO,PROD ALIM DOMINO FLORIDA LTDA,77875890,METROPOLITANA DE SANTIAGO,ESTACION CENTRA,BERNARDO O HIGGINS 3470 3470,Si,NO,NO,Si,Si
677401,KIKA 02,REST ELKIKA ILMENAU LTDA,77956350,METROPOLITANA DE SANTIAGO,PROVIDENCIA,DIEGO DE VELASQUEZ 2109 2109,NO,NO,NO,NO,NO
677402,KIKA 01,REST ELKIKA ILMENAU LTDA,77956350,METROPOLITANA DE SANTIAGO,PROVIDENCIA,HERNANDO DE AGUIRRE 47 47,NO,NO,NO,NO,NO
677720,DONDE ZACARIAS ,ALARCON SANTOS Y CIA LTDA,78374190,METROPOLITANA DE SANTIAGO,SANTIAGO,ALAMEDA 1602 1602,Si,NO,NO,Si,Si
677834,BUFALO BEEF,RESTAURANT BUFALO BEEF LIMITADA,78566510,METROPOLITANA DE SANTIAGO,CERRILLOS,AMERICO VESPUCIO LOC B 349-351 1501,Si,NO,NO,Si,Si
677835,BUFALO BEEF,RESTAURANT BUFALO BEEF LIMITADA,78566510,METROPOLITANA DE SANTIAGO,ESTACION CENTRA,LIBERTADOR BERNARDO O HIGGINS 3470 3470,Si,NO,NO,Si,Si
678593,RINCON ALEMAN,RINCON ALEMAN LTDA.,79769450,METROPOLITANA DE SANTIAGO,MAIPU,CINCO DE ABRIL 91 91,Si,NO,NO,Si,Si
678624,HOTEL BIDASOA,SOC. HOTELERA BIDASOA LTDA.,79802830,METROPOLITANA DE SANTIAGO,LAS CONDES,VITACURA 4873 4873,NO,NO,NO,NO,NO
678626,LUNG SAN,RESTAURANT LUNG SAN Y COMPANIA LIMITADA,79806850,METROPOLITANA DE SANTIAGO,SANTIAGO,MERCED 750,Si,NO,NO,Si,Si
678754,QUICK LUNCH ALEMAN,ESTAB.ALIMENTICIOS LTDA.,79988090,METROPOLITANA DE SANTIAGO,LAS CONDES,APOQUINDO 6240 6240,Si,NO,NO,Si,Si
678781,MARCO POLO,MARCO POLO,80328000,METROPOLITANA DE SANTIAGO,SANTIAGO,PLAZA DE ARMAS 416 416,Si,NO,NO,Si,Si
678804,MUNICH SANTIAGO,SUC.VICTOR ODANO N.,80685800,METROPOLITANA DE SANTIAGO,SANTIAGO,VICUNA MACKENA 480 480,Si,NO,NO,Si,Si
679474,HOTEL FORESTA,HOTELERA FORESTA S.A,86556400,METROPOLITANA DE SANTIAGO,SANTIAGO,VICTORIA SUBERCASEAUX 353 353,Si,NO,NO,Si,Si
679513,POLLO CABALLO,TAPIA Y TORRA LTDA.,87772500,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,FERMIN VIVACETA 2031 2031,Si,NO,NO,Si,Si
679556,CAFÉ LAS LANZAS,VIDAL Y FLORES SPA,88638000,METROPOLITANA DE SANTIAGO,ÑUÑOA,HUMBERTO TRUCCO 25 25,Si,NO,NO,Si,Si
679568,NICOLAS PUB,HERNANDEZ E HIJOS LTDA,88779900,METROPOLITANA DE SANTIAGO,LAS CONDES,APOQUINDO 3371 3371,NO,NO,NO,NO,NO
679907,ELADIO,ELADIO S.A.,94443000,METROPOLITANA DE SANTIAGO,LA REINA,AV OSSA 223 2234,NO,NO,NO,NO,NO
680031,VALLE NEVADO,VALLE NEVADO SA,96513050,METROPOLITANA DE SANTIAGO,LO BARNECHEA,VALLE NEVADO 1333,NO,Si,NO,Si,NO
680033,EL ESTABLO,HASBUN KATTAN SPA,96516630,METROPOLITANA DE SANTIAGO,COLINA,CAMINO CHICUREO LOCAL 9 0,Si,NO,NO,NO,NO
680104,L.B.M.,COMERCIALIZ Y DIST VIVANCO SA,96562640,METROPOLITANA DE SANTIAGO,SANTIAGO,RICARDO CUMMING 1031,NO,NO,NO,NO,NO
680292,HOTEL HOLIDAY INN,TALBOT HOTEL S A,96685690,METROPOLITANA DE SANTIAGO,PUDAHUEL,A CORTINEZ N AEROPUERTO 2150 2150,Si,NO,NO,Si,Si
680707,SCHOPDOG,RAP DOS SA,96875090,METROPOLITANA DE SANTIAGO,SAN BERNARDO,EYZAGUIRRE LB 581 581,Si,NO,NO,NO,NO
680709,PALERMO,RESTAURANT PALERMO S.A,96876790,METROPOLITANA DE SANTIAGO,ESTACION CENTRA,LIBERTADOR BERNARDO OHIGGINS 6012 6012,Si,NO,NO,Si,Si
680844,0,CHIVEGA S.A.,96958960,METROPOLITANA DE SANTIAGO,SAN MIGUEL,LLANO SUBERCASEAUX 3033 3153,NO,NO,NO,NO,NO
680893,SALON VIP,SERVICIOS AEROPORTUARIOS S A,96988630,METROPOLITANA DE SANTIAGO,PUDAHUEL,AEROPUERTO SALON PACIFICO 0,Si,NO,NO,Si,Si
680941,HOTEL SAN FRANCISCO,HOTELERA SAN FRANCISCO S.A.,99511100,METROPOLITANA DE SANTIAGO,SANTIAGO,LIBERTADOR BERNARDO OHIGGINS 81 816,Si,NO,NO,Si,Si
680948,SCHOPDOG,RAP  VEINTISEIS SA.,99519480,METROPOLITANA DE SANTIAGO,PROVIDENCIA,PROVIDENCIA LC5 1378 1378,Si,NO,NO,Si,Si
680950,INVERS. Y SERVICIOS EGROUP S.A,E-FOOD  SPA,99520220,METROPOLITANA DE SANTIAGO,SANTIAGO,BEAUCHEFF 1204 1204,Si,NO,NO,Si,Si
681482,BUFALO BEEF,RESTAURANT BUFALO BEEF LIMITADA,78566510,BIOBÍO,TALCAHUANO,JORGE ALESANDRI  LC B 220 3177,Si,NO,NO,Si,Si
681492,0,RODOLFO LABARCA CARO,12783667,O'HIGGINS,RANCAGUA,PJE.SAN ENRIQUE 824,NO,NO,NO,NO,NO
682133,MAMUT,ALIMENTOS MAIPU LTDA,76077036,METROPOLITANA DE SANTIAGO,MAIPU,AMERICO VESPUCIO 399 LOC 399 LOC,Si,NO,NO,Si,Si
683441,LOS VIKINGOS,GASTRO LOS VIKINGOS S.A,76073802,METROPOLITANA DE SANTIAGO,SANTIAGO,AGUSTINAS 2251,NO,NO,NO,NO,NO
684598,CASSIS PUCON,CHOCOLATES CASSIS LIMITADA,76091799,LA ARAUCANÍA,PUCON,CAMINO INTERNACIONAL 1795 BARRIO CORDILLERA 1795,Si,NO,NO,NO,NO
685096,HOTEL SANTA CRUZ,INV. AGUA FUERTE LTDA.,76064636,O'HIGGINS,SANTA CRUZ,DIAZ BESOAIN 179,NO,NO,Si,NO,NO
685430,REGENBOGEN,EVENTOS VICENTE OLIVARES R. EIR,76105057,METROPOLITANA DE SANTIAGO,ÑUÑOA,BATTLE Y ORDOÑEZ 4709,Si,NO,NO,Si,Si
686484,AKBAR,INVERSIONES JPC LTDA,76503690,METROPOLITANA DE SANTIAGO,ÑUÑOA,IRARRAZABAL 3481,Si,NO,NO,Si,Si
687534,OTTO SCHOP,JORGE BARRIENTOS CARCAMO,8730280,LOS LAGOS,CASTRO,BLANCO 356,Si,NO,NO,NO,NO
687558,MI RANCHO,MI  RANCHO  LTD,76108339,BIOBÍO,LOS ANGELES,R.RAM 348,Si,NO,NO,NO,NO
687701,PINGÜINO CLUB,PINGUINO CLUB CIA LTDA,76089141,COQUIMBO,LA SERENA,BENAVENTE 1160,Si,NO,NO,NO,NO
687933,EL GRISU,MARLY ZUNIGA VARGAS,7536192,LOS LAGOS,FRESIA,SAN JOSE 071,Si,NO,NO,NO,NO
687973,RINCON DEL SUR,ROSA TENORIO AVENDAÑO,6933188,LOS LAGOS,QUELLON,LADRILLEROS 125,NO,NO,NO,NO,NO
690421,BUFALO BEEF,RESTAURANT BUFALO BEEF LIMITADA,78566510,METROPOLITANA DE SANTIAGO,SAN BERNARDO,J.A.RODRIGUEZ 20040,Si,NO,NO,Si,Si
691247,DOMINO,PROD.ALM.DOMINIO PROVIDENCIA L,76097100,METROPOLITANA DE SANTIAGO,LAS CONDES,AV.ISIDORA GOYENECHEA 2930,Si,NO,NO,Si,Si
693777,MR JACK,SGRM SPA,76497910,METROPOLITANA DE SANTIAGO,LAS CONDES,KENNEDY LOCAL 380 5413,Si,NO,NO,Si,Si
696889,HOTEL GREEN PARK TERRAZA,PUCON GREEN PARK SPA,76329090,LA ARAUCANÍA,PUCON,CAM INTERN 4150,Si,NO,NO,NO,NO
697563,EL CORAL,FRANCISCO ARANCIBIA CARVAJAL,5997219,ATACAMA,CALDERA,AVENIDA EL MORRO 559,NO,NO,NO,NO,NO
697790,LA PICÁ DE LOS CUÑAOS,MANUEL SANTANA SERV GAST EIRL,76126263,METROPOLITANA DE SANTIAGO,SANTIAGO,BRASIL 264,Si,NO,NO,Si,Si
698747,FAR WEST,ALEJANDRO RUIZ RODRIGUEZ,12742066,LA ARAUCANÍA,LONCOCHE,BARROS ARANA 802,NO,NO,NO,NO,NO
700341,FUENTE ALEMANA,SOCIEDAD COMERCIAL BRIFLO LTDA,76131206,BIOBÍO,LAJA,BALMACEDA 256,Si,NO,NO,NO,NO
702824,JOLLY ROLLER,COMERCIALIZADORA E INVERSIONES J Y R CIA LTDA,76126532,TARAPACÁ,IQUIQUE,BAQUEDANO 1125,NO,NO,NO,NO,NO
703703,AEROPUERTO,SERVICIOS AEROPORTUARIOS,96988630,BIOBÍO,TALCAHUANO,CARRIEL SUR 0,Si,NO,NO,Si,Si
704637,0,ADM DE TUR ROSA AGUSTINA LTDA,77327430,VALPARAÍSO,OLMUE,EL BAJO 6000,NO,NO,NO,NO,NO
708863,HOTEL NOI,HOTEL NOI VITACURA LTDA,76127859,METROPOLITANA DE SANTIAGO,VITACURA,AV NUEVA COSTANERA 3736,Si,NO,NO,Si,Si
709115,CASINO ENJOY LOS ANDES,OPERC INTEGR CHACABUCO S A,76141988,VALPARAÍSO,LOS ANDES,RUTA LOS LIBERT KM 53 S/N,Si,NO,NO,NO,NO
709398,ONDE L PALA,RODRIGO PALAVECINO,13131298,ÑUBLE,QUILLON,FLORES MILLAN POBL. STA ELVIRA 1,Si,NO,NO,NO,NO
710035,SOBERBIO,INVERSIONES SCG LTDA.,76139561,BIOBÍO,TALCAHUANO,IFARLE 6709 BRISAS DEL SO 6701,NO,NO,NO,NO,NO
710161,LA MALCRIADA,PAULA CARREÑO VALENZUELA,13829854,METROPOLITANA DE SANTIAGO,SANTIAGO,SAZIE 2231 2231,NO,NO,NO,NO,NO
710220,DELI HOUSE,INVERSIONES SANTA ELENA,76520360,BIOBÍO,SAN PEDRO DE LA,DIAGONAL PEDRO AGUIRRE CERDA 1234,Si,NO,NO,Si,Si
711687,CASINO MARINA,MARINA DEL SOL S.A.,99599350,BIOBÍO,TALCAHUANO,CALLE A 909 BRISAS DEL SOL 0,NO,NO,NO,NO,NO
711918,TSUNAMI,SOC.BAKULIC MENESES LTDA.,76151994,COQUIMBO,LA SERENA,AV.DEL MAR 5700 5700,NO,NO,NO,NO,NO
711948,DELLY FRUTILLAR,COMERCIAL DOS RIOS LTDA,76148043,LOS LAGOS,FRUTILLAR,ARTURO ALESSANDRI 381 281,Si,NO,NO,NO,NO
712129,EL KALU,JORGE ULISES REHL OYARZUN,8687356,AYSÉN,COIHAIQUE,ERRAZURIZ 288,NO,NO,NO,NO,NO
713450,0,YISSI Y YISSI LTDA,76110131,LA ARAUCANÍA,ANGOL,AVDA OHIGGINS 268 268,Si,NO,NO,NO,NO
715032,MAMUT,ALIMENTOS PLAZA TOBALABA LTD,76144918,METROPOLITANA DE SANTIAGO,LA FLORIDA,CAMILO HENRIQUEZ 3692 3692,Si,NO,NO,Si,Si
716001,KLEINE KNEIPE,SOC. SERV. GAST. KLEINE KNIPE LT,76120852,METROPOLITANA DE SANTIAGO,ÑUÑOA,IRARRAZABAL 4820 4820,NO,NO,NO,NO,NO
716044,CHARRO´S CAFÉ,DAVID RIOS CARVAJAL,13981890,VALPARAÍSO,LOS ANDES,CARLOS DIAZ 61 61,NO,NO,NO,NO,NO
716192,BLACK FOREST,INV. BLACK FORES LTDA,76162865,LA ARAUCANÍA,PUCON,OHIGGINS 524,Si,NO,NO,NO,NO
716891,TANUKI,SOC. GAST. TANUKY LTDA.,76117899,LA ARAUCANÍA,TEMUCO,ARRAYAN 449,Si,NO,NO,NO,NO
716979,RAICES,RAICES SPA,76163474,LA ARAUCANÍA,PUCON,FRESIA 315-A,NO,NO,NO,NO,NO
717107,DEL BARRIO,EL BUEN GUSTO S.A.,76146156,VALPARAÍSO,VALPARAISO,PEDRO MONTT 2302 2302,Si,NO,NO,Si,Si
717139,DEL BARRIO,EL BUEN GUSTO S.A,76146156,VALPARAÍSO,VALPARAISO,MOLINA 380 380,Si,NO,NO,Si,Si
719562,RESTAURANT OCLOCK,KONAR Y KONAR LTDA,77979710,LOS LAGOS,FRUTILLAR,VICENTE PEREZ ROSALES 69 690,Si,NO,NO,NO,NO
720076,LOMO HOUSE,SERVICIOS ALIMENT LOMO HOUSE L,76128983,VALPARAÍSO,LOS ANDES,AVDA SANTA TERESA 194,Si,NO,NO,NO,NO
720872,VITTAMINA,REST VITTAMINA,76167305,METROPOLITANA DE SANTIAGO,PROVIDENCIA,ORREGO LUCO 42 42,Si,NO,NO,Si,Si
722370,DOMINO,PRODUC ALIMENTIC TOBALABA LTD,76006605,METROPOLITANA DE SANTIAGO,PROVIDENCIA,11 DE SEPTIEM 2098 LC-4 2098,Si,NO,NO,Si,Si
722819,INFAME,COM.SARA ORELLANA ALARCON EIR,76169796,LA ARAUCANÍA,TEMUCO,AV.ALEMANIA N#0195 0195,NO,NO,NO,NO,NO
723765,CAFÉ IRLANDES,SOC.DE SER.GEN.SUR EXTREMO LTD,76176247,MAULE,CONSTITUCION,OHIGGINS 596,Si,NO,NO,NO,NO
724624,BUFALO BEEF,RESTAURANT BUFALO BEEF LIMITADA,78566510,METROPOLITANA DE SANTIAGO,HUECHURABA,AMERICO VESPUCIO 1737 1737,Si,NO,NO,Si,Si
724705,EL CAMPECINO,PAOLA ANDREA TOLEDO MANRIQUE,13320293,LOS RÍOS,VALDIVIA,RESTAURANT EL NUEVO CAMPESINO 0,NO,NO,NO,NO,NO
726372,FOOD FICTION,CRISTIAN BALBOA,13319031,LOS RÍOS,VALDIVIA,ESQUINA CHACABUCO - POOL FICTION 0,Si,NO,NO,NO,NO
727112,FUENTE VICUÑA,JIMS SPA,76185531,METROPOLITANA DE SANTIAGO,PROVIDENCIA,AV VIC MACKENNA 306 306,Si,NO,NO,Si,Si
727834,RESTAURANT EL TUMBAITO,MARIA SOTO PEDREROS,5216373,MAULE,LINARES,LAUTARO 350,Si,NO,NO,NO,NO
728566,ZONA LATINA,MARTHA CASTILLO YAURI,14682857,METROPOLITANA DE SANTIAGO,RECOLETA,DARDIGÑAC 59,NO,NO,NO,NO,NO
729299,SANTA BRASA,ALIMENTOS SAN MARTIN SPA,77177430,METROPOLITANA DE SANTIAGO,LAS CONDES,AV KENNEDY LOCAL 385 5413,Si,NO,NO,Si,Si
729655,BURGER TRUCK,ALIMENTOS SAN MARTIN SPA,77177430,METROPOLITANA DE SANTIAGO,LA REINA,AV. LARRAIN LOCAL T 4048 5862,Si,NO,NO,Si,Si
730074,ABTAO,ROXANA FIGUEROA HERRERA,13909451,METROPOLITANA DE SANTIAGO,PROVIDENCIA,DARDIGNAC 0185,Si,NO,NO,Si,Si
741672,ENJOY CASTRO,OPERACIONES INTEGRALES ISLA GRANDE S.A.,99597250,LOS LAGOS,CASTRO,RUTA 5 SUR 2353,NO,NO,NO,NO,NO
743342,KZIBAR,RODRIGO ALVAREZ BOVE,13686266,COQUIMBO,COQUIMBO,ALDUNATE 459 459,Si,NO,NO,NO,NO
743497,PIZZA BISTROT,EL OTRO ALMACEN SPA,76623260,METROPOLITANA DE SANTIAGO,COLINA,CAMINO A CHICUREO PARCELA 2 A 4 P 2 A 4,NO,NO,NO,NO,NO
744284,DOMINO,PROD ALIMENTICIOS DOMINO FLORI,77875890,METROPOLITANA DE SANTIAGO,MAIPU,AMERICO VESPUCIO 399 399,Si,NO,NO,Si,Si
744995,SANTA BRASA,ALIMENTOS SAN MARTIN SPA,77177430,METROPOLITANA DE SANTIAGO,PROVIDENCIA,AV ANDRES BELLO  LOC 5129 2447,Si,NO,NO,Si,Si
744998,BURGER TRUCK,ALIMENTOS SAN MARTIN SPA,77177430,METROPOLITANA DE SANTIAGO,LAS CONDES,AV KENNEDY  LOCAL 3245 9001,Si,NO,NO,Si,Si
747387,DOMINO,PRODUCTOS A. DOMINO F. LTDA,77875890,METROPOLITANA DE SANTIAGO,LAS CONDES,BALMACEDA 2355 L-10 2355,Si,NO,NO,Si,Si
748560,0,CARLOS VILLAVICENCIO PLAVSA,9237202,VALPARAÍSO,LIMACHE,COLON 320,NO,NO,NO,NO,NO
748833,CAMILO´S CENTER,SOC COM ADMINISTRADORA DE RES,76217537,LOS RÍOS,VALDIVIA,LOCAL 8 - CAMILO'S CENTER 0,Si,NO,NO,NO,NO
749437,EL CORSARIO,LEONARDO ROMAN AEDO MORA,14132110,LOS LAGOS,QUELLON,SANTOS VARGAS 121 121,NO,Si,NO,NO,NO
753325,RESTAURANTLA PICA DE ERNESTO,ADRIANA CONTRERAS SALINAD,10094873,BIOBÍO,ANTUCO,COLON 22,NO,Si,NO,NO,NO
754490,EL UNO SANDWICH,SOC SERVICIOS GASTRONOMICOS EL UNO LTDA,76149035,LA ARAUCANÍA,PUCON,BRASIL 301,Si,NO,NO,NO,NO
755808,EL MEXICANO,BEATRIZ CANCINO TAPIA,11562709,ANTOFAGASTA,CALAMA,VIVAR 2037 2037,Si,NO,NO,NO,NO
756302,BARBAZUL,GASTRONOMICA AUSTRAL LTDA.,76231824,METROPOLITANA DE SANTIAGO,ÑUÑOA,19 DE ABRIL 3550,Si,NO,NO,Si,Si
757042,SANGUCADOS,ALCAAN SPA,76184544,METROPOLITANA DE SANTIAGO,PROVIDENCIA,LA CONCEPCION 80 80,Si,NO,NO,Si,Si
757091,TIP Y TAP,SOCIEDAD COMERCIAL GASTRONOMICA VIENTO SUR LT,76185295,METROPOLITANA DE SANTIAGO,PROVIDENCIA,AV ANDRES BELLO 2447 LOCAL 5132 2447,NO,Si,NO,Si,NO
760238,EL CAMINO,PATAGONIA ALIMENTOS SPA,76237552,LA ARAUCANÍA,PUCON,PASAJE LAS ROSAS 175,NO,NO,NO,NO,NO
761244,TEMPURA,SGRM SPA,76497910,METROPOLITANA DE SANTIAGO,LAS CONDES,KENNEDY 5413 LOCAL 382 5413,Si,NO,NO,Si,Si
761366,HARD ROCK CAFE,HRC SANTIAGO SPA.,76144868,METROPOLITANA DE SANTIAGO,PROVIDENCIA,ANDRES BELLO 2447 LOCAL 1226 2447,NO,NO,NO,NO,NO
765697,BUENA AVENTURA DISCO,TURISMO E INVERSIONES VILLARRICA EXTREMO LTDA,76006805,LA ARAUCANÍA,VILLARRICA,PEDRO MONTT 427,NO,Si,NO,NO,NO
765817,MUESTRO BAR,SOC. FENIX A&Z LTDA,76219943,ARICA Y PARINACOTA,ARICA,PJE. BOLOGNESI 351 351,Si,NO,Si,NO,NO
766743,RESTOBAR PLAZA,ANA CUEVAS MENDEZ,11918405,COQUIMBO,SALAMANCA,MATILDE SALAMANCA LOCAL 14 LOCAL 1,Si,NO,NO,NO,NO
766774,NIPPON,SERV GASTRONIMICO DOBLE G LTDA,76146349,ANTOFAGASTA,CALAMA,AVDA BALMACEDA 3242 LOCAL B 101 MALL CALAMA 3242,Si,NO,NO,NO,NO
767636,BABY SCHOP,SOC.LUISA MUÑOZ E HIJOS LTDA.,76184947,ANTOFAGASTA,CALAMA,LATORRE # 2128 2128,Si,NO,NO,NO,NO
769158,LIVE SOCIAL BAR,WATSON Y WATSON SOC.R.LTDA,76220721,LOS LAGOS,PUERTO MONTT,QUILLOTA 192 192,NO,NO,NO,NO,NO
770921,EL TOCONAR,WILFREDO CRUZ GONZALEZ,10972216,ANTOFAGASTA,SAN PEDRO DE AT,CARACOLES 330,Si,NO,NO,NO,NO
771815,BLUEMOON,SOC.BLUE MOON LTDA.,76263503,COQUIMBO,COQUIMBO,SIERRA 501 502,Si,NO,NO,NO,NO
772551,DOÑA JAVIERA,INV INMOBILIARIAS GASTRONOMICAS SAN MARTIN LT,76250957,METROPOLITANA DE SANTIAGO,SANTIAGO,SAN MARTIN 471 LOC,Si,NO,NO,Si,Si
772967,LA LENERA,COMECIAL ALAMBIQUE Y CREPERIE LTDA.,76091175,METROPOLITANA DE SANTIAGO,LO BARNECHEA,LOS CANTEROS 15 FARELLONES S/N,NO,NO,NO,NO,NO
776048,SHOT KARAOKE,ESQUINA ESMERALDA LTDA.,76265576,LOS RÍOS,VALDIVIA,ESMERALDA 657,NO,NO,NO,NO,NO
776620,0,DALIBOR SORE KESSRRA,12937805,ANTOFAGASTA,TOCOPILLA,SERRANO 1305 1305,NO,NO,NO,NO,NO
776748,RESTAURANT AEROPUERTO,SERVICIOS AEROPORTUARIOS S A,96988630,COQUIMBO,LA SERENA,AEROPUERTO LA FLORIDA 0,Si,NO,NO,Si,Si
776832,CASA PIEDRA,CASA PIEDRA S.P.A.,76166695,ANTOFAGASTA,SAN PEDRO DE AT,CARACOLES 225,Si,NO,NO,NO,NO
776969,SOUTH PACIFIC,SOC. COMERCIAL VALDES Y CIA LTDA,76284063,ÑUBLE,CHILLAN,AV. ARGENTINA N130 130,Si,NO,NO,NO,NO
778835,BELLA CALABRIA,REST. ENTRE PLATOS Y AMIGOS LTDA.,76273298,METROPOLITANA DE SANTIAGO,PROVIDENCIA,AV PROVIDENCIA 483 LOCAL 106 483 LOC,NO,NO,NO,NO,NO
779905,PANTOLINO,KATHERINE GONZALEZ TOLOZA,13562128,METROPOLITANA DE SANTIAGO,PUDAHUEL,AV LAGUNA SUR 7365 7365,NO,NO,NO,NO,NO
780159,BIG PAN,COM JUAN ARANIS POUS,76296561,METROPOLITANA DE SANTIAGO,PROVIDENCIA,AV SUECIA 087,NO,NO,NO,NO,NO
783351,VALAY,MARTA SANCHEZ HENNING,11083262,LOS LAGOS,ANCUD,PUDETO 199,NO,NO,NO,NO,NO
783404,ARICA RESTOBAR,CESAR EUGENIO CABRERA CABRERA,15094425,ARICA Y PARINACOTA,ARICA,AV LASTARRIA 1060,Si,NO,NO,NO,NO
784379,FUENTE DE ALI,COM. GAST. DIST . CHELECH Y GARRIDO LTDA.,76228436,LOS LAGOS,PUERTO MONTT,ANTONIO VARAS 437,NO,NO,NO,NO,NO
